images,labels,dimm_locations,dimm_temperatures,dimm_voltages,measurement_num,num_labels
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_1_.png']",epsilon,a,20,1.3,0,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_2_.png']",epsilon,a,20,1.3,1,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_3_.png']",epsilon,a,20,1.3,2,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_4_.png']",epsilon,a,20,1.3,3,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_5_.png']",epsilon,a,20,1.3,4,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_6_.png']",epsilon,a,20,1.3,5,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_7_.png']",epsilon,a,20,1.3,6,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_8_.png']",epsilon,a,20,1.3,7,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_9_.png']",epsilon,a,20,1.3,8,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat0/epsilon_a_20_1.3_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/pat1/epsilon_a_20_1.3_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/20/1.3/patm/epsilon_a_20_1.3_patm_grayscale_10_.png']",epsilon,a,20,1.3,9,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_1_.png']",epsilon,a,40,1.5,0,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_2_.png']",epsilon,a,40,1.5,1,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_3_.png']",epsilon,a,40,1.5,2,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_4_.png']",epsilon,a,40,1.5,3,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_5_.png']",epsilon,a,40,1.5,4,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_6_.png']",epsilon,a,40,1.5,5,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_7_.png']",epsilon,a,40,1.5,6,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_8_.png']",epsilon,a,40,1.5,7,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_9_.png']",epsilon,a,40,1.5,8,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat0/epsilon_a_40_1.5_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/pat1/epsilon_a_40_1.5_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.5/patm/epsilon_a_40_1.5_patm_grayscale_10_.png']",epsilon,a,40,1.5,9,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_1_.png']",epsilon,a,40,1.3,0,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_2_.png']",epsilon,a,40,1.3,1,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_3_.png']",epsilon,a,40,1.3,2,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_4_.png']",epsilon,a,40,1.3,3,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_5_.png']",epsilon,a,40,1.3,4,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_6_.png']",epsilon,a,40,1.3,5,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_7_.png']",epsilon,a,40,1.3,6,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_8_.png']",epsilon,a,40,1.3,7,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_9_.png']",epsilon,a,40,1.3,8,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat0/epsilon_a_40_1.3_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/pat1/epsilon_a_40_1.3_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/40/1.3/patm/epsilon_a_40_1.3_patm_grayscale_10_.png']",epsilon,a,40,1.3,9,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_1_.png']",epsilon,a,30,1.5,0,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_2_.png']",epsilon,a,30,1.5,1,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_3_.png']",epsilon,a,30,1.5,2,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_4_.png']",epsilon,a,30,1.5,3,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_5_.png']",epsilon,a,30,1.5,4,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_6_.png']",epsilon,a,30,1.5,5,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_7_.png']",epsilon,a,30,1.5,6,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_8_.png']",epsilon,a,30,1.5,7,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_9_.png']",epsilon,a,30,1.5,8,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat0/epsilon_a_30_1.5_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/pat1/epsilon_a_30_1.5_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.5/patm/epsilon_a_30_1.5_patm_grayscale_10_.png']",epsilon,a,30,1.5,9,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_1_.png']",epsilon,a,30,1.3,0,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_2_.png']",epsilon,a,30,1.3,1,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_3_.png']",epsilon,a,30,1.3,2,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_4_.png']",epsilon,a,30,1.3,3,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_5_.png']",epsilon,a,30,1.3,4,2
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat0/epsilon_a_30_1.3_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/pat1/epsilon_a_30_1.3_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/epsilon/a/30/1.3/patm/epsilon_a_30_1.3_patm_grayscale_6_.png']",epsilon,a,30,1.3,5,2
